name,country,average,strike_rate,economy,balls_bolwed_per_innings,wicket_index,big_impact_index,short_impact_index,runs_index,prelim_metric,pre-rank,kmeans_role,rbml_score,pca_score
A Nortje,SA,23.28,19.5,7.15,21.537,1.105,0.0,1.105,25.737,27.742,Good,SB,0.614,1.314
Sikandar Raza,ZIM,34.14,27.4,7.46,14.4,0.525,0.0,0.525,17.925,42.447,Average,LCB,0.466,0.763
Sultan Ahmed,UAE,21.42,21.4,6.0,19.565,0.913,0.043,0.773,19.565,21.42,Good,SPB,0.659,1.133
O Thomas,WI,28.66,18.2,9.4,20.211,1.105,0.053,0.889,31.684,44.901,Average,IB,0.585,1.248
Abdul Razzaq,PAK,19.75,16.9,6.99,15.355,0.909,0.0,0.909,17.955,23.009,Good,SPB,0.61,1.0
P Aho,NGA,16.85,15.8,6.37,19.688,1.25,0.062,0.933,21.062,17.889,Good,SB,0.616,1.268
F Akankwasa,UGA,16.5,16.4,6.03,19.2,1.176,0.059,1.0,19.412,16.582,Good,SPB,0.684,1.243
DAJ Bracewell,NZ,23.5,15.5,9.09,17.133,1.111,0.0,1.111,26.111,35.602,Good,IB,0.622,1.161
S Conteh,SLE,8.35,9.6,5.21,21.333,2.222,0.222,1.571,18.556,7.251,Good,SB,0.833,1.743
FH Edwards,WI,30.85,22.4,8.24,17.192,0.769,0.0,0.769,23.731,42.367,Average,IB,0.61,0.992
Fayyaz Butt,OMA,25.45,20.8,7.32,18.9,0.909,0.0,0.909,23.136,31.049,Good,SPB,0.612,1.125
JEC Franklin,NZ,20.85,16.3,7.65,12.531,0.769,0.038,0.64,16.038,26.584,Good,LCB,0.463,0.813
CH Gayle,WI,22.0,19.0,6.92,12.66,0.667,0.0,0.667,14.667,25.373,Good,LCB,0.467,0.784
Gulbadin Naib,AFG,34.4,25.2,8.17,14.841,0.588,0.0,0.588,20.235,46.841,Average,LCB,0.473,0.811
Khalid Ahmadi,Belg,11.75,13.0,5.42,21.6,1.667,0.167,1.2,19.583,10.614,Good,SB,0.727,1.527
BJ McCarthy,IRE,31.6,20.6,9.18,21.632,1.053,0.105,0.706,33.263,48.348,Average,IB,0.571,1.265
F Nsubuga,UGA,20.25,24.6,4.93,21.391,0.87,0.0,0.87,17.609,16.639,Good,SPB,0.706,1.185
T Panyangara,ZIM,19.9,15.1,7.88,21.557,1.429,0.071,1.231,28.429,26.135,Good,SB,0.665,1.455
WA Peatfield,GUE,18.75,17.4,6.46,21.75,1.25,0.062,1.067,23.438,20.188,Good,SB,0.645,1.37
AM Phangiso,SA,22.15,17.1,7.77,21.375,1.25,0.0,1.25,27.688,28.684,Good,SB,0.638,1.382
Sami Sohail,MWI,13.5,12.8,6.3,19.615,1.538,0.077,1.333,20.769,14.175,Good,SB,0.69,1.426
Shafiul Islam,BAN,26.6,20.0,7.98,19.92,1.0,0.0,1.0,26.6,35.378,Good,IB,0.633,1.208
PR Stirling,IRE,33.95,27.3,7.46,13.0,0.476,0.0,0.476,16.167,42.211,Average,LCB,0.433,0.687
J Theron,SA/USA,17.0,13.9,7.33,21.323,1.538,0.077,1.333,26.154,20.768,Good,SB,0.693,1.494
Umar Adam,Mald,17.95,14.7,7.32,19.6,1.333,0.0,1.333,23.933,21.899,Good,SB,0.647,1.353
C Viljoen,NAM,11.8,11.1,6.34,18.55,1.667,0.167,1.1,19.667,12.469,Good,SB,0.681,1.4
B Ward,JER,17.9,19.0,5.65,19.958,1.053,0.053,0.889,18.842,16.856,Good,SPB,0.69,1.211
NW Bracken,AUS,23.05,19.8,6.97,19.737,1.0,0.0,1.0,23.053,26.776,Good,SPB,0.639,1.198
GJ Delany,IRE,27.68,21.7,7.62,16.56,0.76,0.0,0.76,21.04,35.154,Good,SPB,0.577,0.965
MG Erasmus,NAM,15.52,17.1,5.44,17.084,1.0,0.0,1.0,15.526,14.071,Good,SPB,0.678,1.103
H Fennell,Arg,10.31,9.7,6.35,16.636,1.727,0.182,1.0,17.818,10.911,Good,SB,0.665,1.329
DJ Hussey,AUS,20.63,19.0,6.51,14.424,0.76,0.0,0.76,15.68,22.384,Good,SPB,0.602,0.893
ST Jayasuriya,SL,24.0,19.5,7.37,15.375,0.792,0.0,0.792,19.0,29.48,Good,SPB,0.584,0.942
OC McCoy,WI,16.84,13.2,7.61,21.0,1.583,0.167,1.1,26.667,21.359,Good,SB,0.677,1.475
A Nathwani,Aut,13.57,14.2,5.73,19.286,1.357,0.0,1.357,18.429,12.959,Good,SB,0.67,1.347
SA Okpe,NGA,9.94,11.4,5.2,15.514,1.357,0.0,1.357,13.5,8.615,Good,SPB,0.714,1.215
JDP Oram,NZ,41.73,28.7,8.71,17.062,0.594,0.0,0.594,24.781,60.578,Average,IB,0.564,0.89
JA Richardson,AUS,29.26,20.8,8.42,22.0,1.056,0.0,1.056,30.889,41.062,Average,IB,0.612,1.315
Sahir Naqash,GER,17.0,14.5,7.02,15.333,1.056,0.0,1.056,17.944,19.89,Good,SPB,0.627,1.067
Shoaib Akhtar,PAK,22.73,16.7,8.15,21.2,1.267,0.0,1.267,28.8,30.875,Good,SB,0.636,1.385
BA Stokes,ENG,37.73,25.7,8.77,17.443,0.679,0.0,0.679,25.607,55.149,Average,IB,0.575,0.953
Syazrul Idrus,MAL,18.57,14.2,7.84,20.769,1.462,0.0,1.462,27.154,24.265,Good,SB,0.678,1.459
Tanwir Afzal,HKG,26.78,22.4,7.16,20.286,0.905,0.0,0.905,24.238,31.957,Good,IB,0.652,1.17
JM Anderson,ENG,30.66,23.4,7.84,22.168,0.947,0.0,0.947,29.053,40.062,Average,IB,0.621,1.264
SJ Benn,WI,33.66,28.0,7.21,21.0,0.75,0.042,0.609,25.25,40.448,Average,IB,0.621,1.1
PW Borren,NED,33.5,29.2,6.87,17.48,0.6,0.0,0.6,20.1,38.358,Good,SPB,0.579,0.911
CRD Fernando,SL,25.77,21.0,7.36,21.0,1.0,0.0,1.0,25.778,31.611,Good,IB,0.653,1.244
HMRKB Herath,SL,20.72,20.2,6.13,21.353,1.059,0.059,0.812,21.941,21.169,Good,SB,0.597,1.249
Mohammed Shami,INDIA,31.55,19.8,9.54,20.929,1.059,0.0,1.059,33.412,50.164,Average,IB,0.572,1.281
Naveed Ahmed,CZK-R,20.66,16.3,7.59,16.333,1.0,0.0,1.0,20.667,26.135,Good,SPB,0.607,1.077
Naveen-ul-Haq,AFG,18.33,14.3,7.67,19.846,1.385,0.0,1.385,25.385,23.432,Good,SB,0.656,1.388
Nouman Sarwar,QAT,14.83,11.6,7.66,15.923,1.385,0.077,1.167,20.538,18.933,Good,SPB,0.637,1.222
K Santokie,WI,15.44,13.6,6.8,20.25,1.5,0.083,1.273,23.167,17.499,Good,SB,0.682,1.432
SB Styris,NZ,19.38,17.1,6.77,14.657,0.857,0.0,0.857,16.619,21.867,Good,SPB,0.606,0.949
Tamoor Sajjad,QAT,22.11,19.3,6.84,21.788,1.125,0.0,1.125,24.875,25.205,Good,SB,0.624,1.333
Taranjeet Singh,ROM,16.61,14.6,6.79,18.857,1.286,0.071,1.077,21.357,18.797,Good,SB,0.624,1.282
SR Thompson,IRE,37.22,26.3,8.48,15.8,0.6,0.033,0.483,22.333,52.604,Average,LCB,0.48,0.835
LL Tsotsobe,SA,30.05,26.0,6.93,20.348,0.783,0.0,0.783,23.522,34.708,Good,IB,0.644,1.109
LJ Wright,ENG,25.83,18.3,8.45,14.348,0.783,0.0,0.783,20.217,36.377,Good,SPB,0.549,0.897
Abdullah Akbarjan,Aut,16.7,16.7,6.0,20.229,1.214,0.0,1.214,20.286,16.7,Good,SB,0.641,1.315
Ashiqullah Said,Belg,14.76,15.5,5.7,22.0,1.417,0.0,1.417,20.917,14.022,Good,SB,0.705,1.471
Bilal Hassun,UGA,13.29,11.7,6.81,19.86,1.7,0.1,1.444,22.6,15.084,Good,SB,0.719,1.509
AB Dinda,INDIA,14.41,10.5,8.16,20.0,1.889,0.111,1.625,27.222,19.598,Good,SB,0.745,1.607
Ibrahim Hassan,Mald,26.7,19.7,8.1,18.667,0.944,0.056,0.706,25.222,36.045,Good,IB,0.623,1.103
Janak Prakash,SGP,21.29,17.5,7.28,19.76,1.133,0.0,1.133,24.133,25.832,Good,SB,0.604,1.266
Z Khan,INDIA,26.35,20.7,7.63,20.612,1.0,0.059,0.812,26.353,33.508,Good,IB,0.638,1.213
CK Langeveldt,SA,14.17,11.6,7.3,22.0,1.889,0.111,1.625,26.778,17.24,Good,SB,0.77,1.678
LC Le Tissier,GUE,15.94,15.5,6.15,20.308,1.308,0.0,1.308,20.846,16.338,Good,SB,0.661,1.364
R McLaren,SA,19.52,15.4,7.57,21.75,1.417,0.083,1.091,27.667,24.628,Good,SB,0.656,1.432
Mohammad Hasnain,PAK,30.7,23.2,7.9,23.294,1.0,0.0,1.0,30.706,40.422,Average,IB,0.621,1.33
Mohammad Wasim,Den,15.88,11.7,8.1,18.109,1.545,0.091,1.3,24.545,21.438,Good,SB,0.656,1.376
R Ngarava,ZIM,32.29,23.8,8.11,22.467,0.944,0.0,0.944,30.5,43.645,Average,IB,0.607,1.275
HV Patel,INDIA,19.52,13.8,8.47,21.327,1.545,0.091,1.3,30.182,27.556,Good,SB,0.678,1.501
Shahil Momin,Aut,12.35,12.5,5.91,23.533,1.889,0.222,1.286,23.333,12.165,Good,SB,0.779,1.689
SPD Smith,AUS,22.17,17.1,7.77,17.047,1.0,0.0,1.0,22.176,28.71,Good,SPB,0.603,1.103
RJ Trott,BMUDA,22.82,21.0,6.52,18.726,0.895,0.053,0.722,20.421,24.798,Good,SPB,0.634,1.09
P Useni,NGA,18.29,17.2,6.36,18.188,1.062,0.0,1.062,19.438,19.387,Good,SPB,0.66,1.175
SA Ahmad,DEN,10.87,14.2,4.57,19.0,1.333,0.0,1.333,14.5,8.279,Good,SPB,0.754,1.324
Anwar Rahman,MAL,15.81,16.0,5.92,18.171,1.143,0.071,0.923,18.071,15.599,Good,SPB,0.678,1.187
Aqib Iqbal,Aut,22.18,22.1,6.01,22.125,1.0,0.062,0.733,22.188,22.217,Good,SB,0.59,1.242
DA Blignaut,GER,16.25,14.5,6.72,14.4,1.0,0.062,0.8,16.25,18.2,Good,SPB,0.618,0.988
RS Bopara,ENG,24.18,20.1,7.21,15.257,0.762,0.048,0.6,18.429,29.056,Good,SPB,0.581,0.905
E Chigumbura,ZIM,26.68,17.2,9.28,13.143,0.762,0.048,0.6,20.333,41.265,Average,LCB,0.45,0.821
PD Collingwood,ENG,21.68,14.6,8.89,11.7,0.8,0.05,0.632,17.35,32.123,Good,LCB,0.437,0.789
SM Curran,ENG,22.81,17.2,7.93,17.25,1.0,0.0,1.0,22.812,30.147,Good,SPB,0.6,1.11
GD Drummond,SCOT,23.81,20.6,6.92,19.412,0.941,0.0,0.941,22.412,27.461,Good,SPB,0.634,1.158
SC Getkate,IRE,28.93,20.6,8.41,15.714,0.762,0.0,0.762,22.048,40.55,Average,SPB,0.549,0.937
K Irakoze,RWN,15.25,14.8,6.17,21.436,1.455,0.091,1.2,22.182,15.682,Good,SB,0.686,1.448
SC Kuggeleijn,NZ,29.43,20.1,8.74,18.882,0.941,0.0,0.941,27.706,42.87,Average,IB,0.602,1.144
Mohammad Irfan,PAK,35.12,28.3,7.44,20.536,0.727,0.0,0.727,25.545,43.549,Average,IB,0.615,1.088
IO Okpe,NGA,28.12,22.8,7.39,18.15,0.8,0.0,0.8,22.5,34.634,Good,SPB,0.593,1.043
JS Patel,NZ,16.81,12.4,8.11,19.86,1.6,0.0,1.6,26.9,22.722,Good,SB,0.698,1.488
NK Patel,USA,12.93,15.0,5.17,20.0,1.333,0.083,1.091,17.25,11.141,Good,SB,0.661,1.335
V Saini,ROM,25.93,22.5,6.91,20.0,0.889,0.056,0.706,23.056,29.863,Good,SPB,0.624,1.132
M Theekshana,SL,27.37,25.5,6.44,22.667,0.889,0.0,0.889,24.333,29.377,Good,IB,0.673,1.245
DT Tiripano,ZIM,38.56,26.0,8.87,18.078,0.696,0.0,0.696,26.826,57.005,Average,IB,0.569,0.984
Yasir Arafat,PAK,19.75,14.7,8.03,18.092,1.231,0.0,1.231,24.308,26.432,Good,SB,0.604,1.253
Abdul Wahid,Saudi,16.93,15.2,6.68,19.0,1.25,0.083,1.0,21.167,18.849,Good,SB,0.615,1.264
Aftab Hussain,HKG,15.0,13.6,6.61,22.667,1.667,0.0,1.667,25.0,16.525,Good,SB,0.753,1.617
RG Aga,KENYA,20.4,19.2,6.37,15.158,0.789,0.0,0.789,16.105,21.658,Good,SPB,0.613,0.935
KS Airee,NEPAL,14.8,13.6,6.49,20.46,1.5,0.0,1.5,22.2,16.009,Good,SB,0.701,1.458
C Campher,IRE,22.0,16.4,8.01,20.55,1.25,0.167,0.7,27.5,29.37,Good,SB,0.591,1.291
PKD Chase,IRE,27.73,16.7,9.94,20.75,1.25,0.083,1.0,34.667,45.939,Average,IB,0.572,1.344
N Pradeep,SL,29.06,18.5,9.41,17.325,0.938,0.062,0.733,27.25,45.576,Average,IB,0.585,1.059
P Florin,ROM,12.13,9.4,7.74,9.986,1.071,0.0,1.071,13.0,15.648,Good,SPB,0.586,0.88
V Ganesan,GER,26.6,29.2,5.46,16.222,0.556,0.0,0.556,14.778,24.206,Good,SPB,0.615,0.848
AJ Hosein,WI,28.2,23.6,7.16,20.824,0.882,0.059,0.688,24.882,33.652,Good,IB,0.641,1.158
Imran Anwar,BHR,27.53,23.0,7.18,20.224,0.882,0.0,0.882,24.294,32.944,Good,IB,0.649,1.158
Junaid Aziz,BHR,9.6,7.6,7.57,12.667,1.667,0.111,1.25,16.0,12.112,Good,SPB,0.653,1.197
Kaleemullah,OMA,25.73,22.8,6.75,19.033,0.833,0.0,0.833,21.444,28.946,Good,SPB,0.624,1.09
KS Leverock,BMUDA,22.0,17.0,7.73,19.569,1.154,0.077,0.917,25.385,28.343,Good,SB,0.586,1.245
GF Linde,SA,22.66,19.2,7.08,20.571,1.071,0.0,1.071,24.286,26.739,Good,SB,0.6,1.264
MR Marsh,AUS,22.26,17.2,7.76,11.727,0.682,0.0,0.682,15.182,28.79,Good,LCB,0.443,0.756
A Nanda,LUX,13.06,12.1,6.46,20.133,1.667,0.111,1.25,21.778,14.061,Good,SB,0.704,1.472
BA Pai,GIBR,20.2,19.6,6.18,21.0,1.071,0.0,1.071,21.643,20.806,Good,SB,0.614,1.275
KH Pandya,INDIA,36.93,27.3,8.1,21.537,0.789,0.053,0.611,29.158,49.856,Average,IB,0.586,1.137
AR Patel,INDIA,29.46,24.8,7.12,20.667,0.833,0.0,0.833,24.556,34.959,Good,IB,0.643,1.149
SM Pollock,SA,20.6,16.2,7.62,21.982,1.364,0.0,1.364,28.091,26.162,Good,SB,0.669,1.459
MJG Rippon,NED,20.66,20.2,6.11,17.788,0.882,0.0,0.882,18.235,21.039,Good,SPB,0.645,1.072
Sami Ullah,ROM,13.0,11.2,6.96,18.667,1.667,0.0,1.667,21.667,15.08,Good,SB,0.716,1.472
RP Singh,INDIA,15.0,13.2,6.81,22.0,1.667,0.111,1.375,25.0,17.025,Good,SB,0.727,1.57
CR Woakes,ENG,28.46,21.8,7.83,20.362,0.938,0.0,0.938,26.688,37.14,Good,IB,0.629,1.192
CJ Anderson,NZ,35.35,25.7,8.25,17.143,0.667,0.0,0.667,23.571,48.606,Average,IB,0.596,0.936
JC Archer,ENG,26.5,20.1,7.89,23.5,1.167,0.083,0.909,30.917,34.848,Good,SB,0.616,1.394
SKA Awiah,Ghana,12.78,10.7,7.16,16.667,1.556,0.111,1.125,19.889,15.251,Good,SB,0.642,1.293
Bashir Shah,DEN,12.28,13.7,5.37,21.333,1.556,0.0,1.556,19.111,10.991,Good,SB,0.733,1.509
Bilal Zalmai,Aut,9.78,11.1,5.26,22.286,2.0,0.143,1.667,19.571,8.574,Good,SB,0.817,1.721
HL Carlyon,JER,13.35,15.8,5.05,18.5,1.167,0.0,1.167,15.583,11.236,Good,SPB,0.719,1.23
CJ Chibhabha,ZIM,32.5,23.0,8.45,14.591,0.636,0.0,0.636,20.682,45.771,Average,LCB,0.473,0.828
WJ Cope,LUX,22.42,18.4,7.3,18.429,1.0,0.071,0.769,22.429,27.278,Good,SPB,0.617,1.126
Delawar Khan,DEN,20.57,18.5,6.67,17.24,0.933,0.0,0.933,19.2,22.867,Good,SPB,0.63,1.076
AC Douglas,BMUDA,10.14,9.5,6.35,19.029,2.0,0.143,1.5,20.286,10.731,Good,SB,0.762,1.573
GD Elliott,NZ,16.78,13.7,7.34,12.8,0.933,0.067,0.714,15.667,20.528,Good,SPB,0.587,0.894
BC Fortuin,SA,19.28,17.5,6.58,18.923,1.077,0.0,1.077,20.769,21.144,Good,SPB,0.659,1.206
AW Hawkins-Kay,JER,19.0,15.4,7.38,14.4,0.933,0.067,0.714,17.733,23.37,Good,SPB,0.591,0.952
Junaid Siddiqui,CAN,24.64,27.5,5.37,19.23,0.7,0.0,0.7,17.25,22.053,Good,SPB,0.653,1.026
Karim Sadiq,AFG,34.42,30.0,6.88,15.0,0.5,0.0,0.5,17.214,39.468,Good,LCB,0.48,0.77
D Klein,GER,21.78,20.7,6.31,22.246,1.077,0.0,1.077,23.462,22.905,Good,SB,0.623,1.323
Mirwais Ashraf,AFG,31.71,28.0,6.79,17.782,0.636,0.0,0.636,20.182,35.885,Good,SPB,0.588,0.943
KV Morea,PNG,16.71,12.0,8.35,21.0,1.75,0.25,1.0,29.25,23.255,Good,SB,0.687,1.527
GBW Munaweera,QAT,25.21,21.0,7.2,18.375,0.875,0.0,0.875,22.062,30.252,Good,SPB,0.611,1.089
O Harvey,Ghana,14.5,16.2,5.34,20.727,1.273,0.0,1.273,18.455,12.905,Good,SB,0.667,1.358
Raza Iqbal,NOR,16.07,18.4,5.23,21.5,1.167,0.0,1.167,18.75,14.008,Good,SB,0.651,1.333
Saber Zakhil,Belg,20.5,19.4,6.33,19.371,1.0,0.0,1.0,20.5,21.628,Good,SPB,0.66,1.184
Salman Nazar,CAN,10.85,11.1,5.84,22.286,2.0,0.0,2.0,21.714,10.561,Good,SB,0.831,1.747
R Satheesan,ROM,16.5,14.7,6.69,13.72,0.933,0.0,0.933,15.4,18.398,Good,SPB,0.614,0.954
G Sesay,SLE,10.21,10.5,5.83,16.2,1.556,0.111,1.25,15.889,9.921,Good,SPB,0.712,1.303
B Shikongo,NAM,19.42,19.2,6.04,15.0,0.778,0.0,0.778,15.111,19.549,Good,SPB,0.62,0.924
MR Swart,NED,25.07,22.7,6.62,15.9,0.7,0.0,0.7,17.55,27.661,Good,SPB,0.596,0.914
P Taylor,CZK-R,18.35,13.7,8.03,19.2,1.4,0.1,1.111,25.7,24.558,Good,SB,0.632,1.346
KK Ahmed,INDIA,35.3,24.0,8.82,22.286,0.929,0.0,0.929,32.786,51.891,Average,IB,0.577,1.263
Ashwin Vinod,SUI,10.92,10.6,6.17,23.0,2.167,0.0,2.167,23.667,11.229,Good,SB,0.868,1.849
KS Bagabena,Ghana,21.15,16.6,7.6,14.44,0.867,0.067,0.571,18.333,26.79,Good,SPB,0.574,0.904
DT Christian,AUS,30.61,21.4,8.55,13.229,0.619,0.0,0.619,18.952,43.619,Average,LCB,0.447,0.771
SR Clark,AUS,18.23,16.6,6.58,24.0,1.444,0.111,1.125,26.333,19.992,Good,SB,0.695,1.531
CJ Dala,SA,23.61,14.7,9.59,19.2,1.3,0.0,1.3,30.7,37.737,Good,SB,0.611,1.33
DR Hooper,GUE,32.76,26.0,7.56,21.075,0.812,0.0,0.812,26.625,41.278,Average,IB,0.619,1.152
JK Kamande,KENYA,16.3,15.8,6.17,20.52,1.3,0.0,1.3,21.2,16.762,Good,SB,0.66,1.367
Khizar Hayat,MAL,23.0,18.0,7.66,21.273,1.182,0.091,0.8,27.182,29.363,Good,SB,0.595,1.294
HV Mandhyan,HUN,28.15,22.1,7.62,24.0,1.083,0.0,1.083,30.5,35.75,Good,SB,0.622,1.395
A Mansale,VAN,13.53,12.0,6.76,15.6,1.3,0.0,1.3,17.6,15.244,Good,SPB,0.662,1.191
Mohammad Asif,PAK,26.38,19.7,8.0,23.182,1.182,0.091,0.9,31.182,35.173,Good,SB,0.614,1.39
Mohamed Mahfooz,Mald,26.15,22.5,6.96,19.4,0.867,0.0,0.867,22.667,30.334,Good,SPB,0.621,1.121
Mohammad Shahzad,UAE,31.61,22.2,8.53,15.189,0.684,0.0,0.684,21.632,44.939,Average,SPB,0.533,0.875
M Mooketsi,BOT,21.76,18.9,6.9,22.364,1.182,0.0,1.182,25.727,25.024,Good,SB,0.639,1.381
Muhammad Wafiq,MAL,25.3,19.2,7.89,22.582,1.182,0.0,1.182,29.909,33.27,Good,SB,0.63,1.396
M Muralidaran,SL,22.84,21.6,6.31,23.5,1.083,0.0,1.083,24.75,24.02,Good,SB,0.634,1.37
TJ Murtagh,IRE,24.92,20.6,7.25,19.029,0.929,0.0,0.929,23.143,30.112,Good,SPB,0.618,1.139
GH O'Brien,BMUDA,17.84,17.7,6.02,20.891,1.182,0.0,1.182,21.091,17.899,Good,SB,0.638,1.325
YK Pathan,INDIA,33.69,23.4,8.61,17.824,0.765,0.0,0.765,25.765,48.345,Average,IB,0.59,1.014
RW Price,ZIM,29.07,28.3,6.14,22.987,0.812,0.0,0.812,23.625,29.748,Good,IB,0.672,1.213
SK Raina,INDIA,34.0,26.8,7.59,12.911,0.481,0.0,0.481,16.37,43.01,Average,LCB,0.43,0.686
Raja Adeel,ESP,13.46,18.4,4.37,20.0,1.083,0.0,1.083,14.583,9.803,Good,SPB,0.743,1.239
DMW Rawlins,BMUDA,32.38,27.6,7.01,21.176,0.765,0.0,0.765,24.765,37.831,Good,IB,0.636,1.129
NA Saini,INDIA,18.07,15.1,7.15,21.667,1.444,0.0,1.444,26.111,21.533,Good,SB,0.688,1.48
S Snater,NED,25.92,16.0,9.67,17.25,1.083,0.0,1.083,28.083,41.774,Average,IB,0.597,1.153
MP Stoinis,AUS,35.15,25.5,8.25,14.4,0.565,0.0,0.565,19.87,48.331,Average,LCB,0.461,0.783
JTS Sumerauer,JER,20.23,16.9,7.17,14.56,0.867,0.0,0.867,17.533,24.175,Good,SPB,0.595,0.951
RN ten Doeschate,NED,18.84,16.1,7.0,21.0,1.3,0.0,1.3,24.5,21.98,Good,SB,0.656,1.388
Usman Shinwari,PAK,32.61,23.5,8.31,19.125,0.812,0.0,0.812,26.5,45.165,Average,IB,0.601,1.083
C Waiswa,UGA,19.61,13.3,8.79,17.4,1.3,0.1,1.0,25.5,28.729,Good,SB,0.586,1.228
BTJ Wheal,SCOT,31.07,21.8,8.53,20.229,0.929,0.0,0.929,28.857,44.171,Average,IB,0.601,1.185
Aminul Islam,BAN,19.83,15.6,7.59,18.72,1.2,0.0,1.2,23.8,25.085,Good,SB,0.608,1.259
Arafat Sunny,BAN,19.16,15.5,7.41,18.6,1.2,0.0,1.2,23.0,23.663,Good,SB,0.61,1.253
Atif Mehmood,ESP,18.25,19.0,5.73,19.05,1.0,0.0,1.0,18.25,17.429,Good,SPB,0.68,1.171
G Bakiweyem,Ghana,22.33,18.8,7.11,18.7,1.0,0.0,1.0,22.333,26.461,Good,SPB,0.63,1.163
J Bulele,MOZ,15.5,14.1,6.56,18.8,1.333,0.111,1.0,20.667,16.947,Good,SB,0.625,1.288
TS Chisoro,ZIM,30.66,26.5,6.94,22.714,0.857,0.0,0.857,26.286,35.463,Good,IB,0.646,1.232
S Davizi,CZK-R,14.41,10.1,8.5,13.467,1.333,0.111,1.0,19.222,20.414,Good,SPB,0.598,1.091
C de Grandhomme,NZ,38.41,26.7,8.61,15.229,0.571,0.0,0.571,21.952,55.118,Average,LCB,0.471,0.813
GDR Eranga,CAN,17.0,15.9,6.4,21.0,1.333,0.0,1.333,22.667,18.133,Good,SB,0.668,1.401
OD Hald,DEN,15.58,16.2,5.75,19.38,1.2,0.0,1.2,18.7,14.931,Good,SPB,0.704,1.278
JH Kallis,SA,27.75,23.0,7.23,14.526,0.632,0.053,0.444,17.526,33.439,Good,LCB,0.479,0.806
A Krishna,SGP,16.16,11.5,8.37,19.8,1.714,0.143,1.333,27.714,22.543,Good,SB,0.695,1.506
LS Livingstone,ENG,19.58,16.5,7.12,16.5,1.0,0.0,1.0,19.583,23.235,Good,SPB,0.621,1.083
T Lungameni,NAM,24.75,21.0,7.07,16.8,0.8,0.0,0.8,19.8,29.164,Good,SPB,0.599,0.996
N Madziva,ZIM,34.75,23.4,8.9,18.6,0.8,0.067,0.571,27.8,51.546,Average,IB,0.572,1.034
AD Mascarenhas,ENG,25.75,21.0,7.35,18.0,0.857,0.0,0.857,22.071,31.544,Good,SPB,0.601,1.066
SA Mohandas,HUN,25.33,18.5,8.21,20.182,1.091,0.0,1.091,27.636,34.66,Good,SB,0.588,1.263
Muhammad Kashif,KUW,22.58,16.0,8.46,16.0,1.0,0.0,1.0,22.583,31.838,Good,SPB,0.58,1.064
J Mulder,IRE,16.0,14.5,6.62,21.75,1.5,0.125,1.143,24.0,17.653,Good,SB,0.686,1.471
JD Nel,SCOT,14.08,15.5,5.45,20.667,1.333,0.0,1.333,18.778,12.789,Good,SB,0.678,1.384
Sajid Liaqat,GER,16.41,11.8,8.32,23.4,2.0,0.0,2.0,32.833,22.755,Good,SB,0.808,1.81
BDH Stevens,JER,20.75,20.1,6.17,17.229,0.857,0.0,0.857,17.786,21.338,Good,SPB,0.637,1.04
SO Tikolo,KENYA,14.0,14.1,5.92,16.92,1.2,0.1,0.889,16.8,13.813,Good,SPB,0.675,1.161
R Trumpelmann,NAM,28.08,25.0,6.71,20.04,0.8,0.0,0.8,22.467,31.403,Good,SPB,0.624,1.109
S Vijayakumar,SGP,17.0,14.0,7.28,18.667,1.333,0.111,1.0,22.667,20.627,Good,SB,0.618,1.285
Vraj Patel,KENYA,9.91,14.0,4.25,21.0,1.5,0.125,1.0,14.875,7.02,Good,SB,0.695,1.4
Zulfiqar Babar,PAK,15.41,13.0,7.11,22.286,1.714,0.0,1.714,26.429,18.261,Good,SB,0.754,1.626
Aftab Alam,AFG,29.45,22.2,7.93,20.25,0.917,0.0,0.917,27.0,38.923,Good,IB,0.621,1.179
Ali Masood,EST,10.36,9.9,6.27,18.1,1.833,0.0,1.833,19.0,10.826,Good,SB,0.754,1.523
B Arora,MLT,51.09,37.9,8.08,17.325,0.458,0.0,0.458,23.417,68.801,Poor,IB,0.554,0.813
Asif Bevinje,ROM,14.54,11.4,7.61,21.0,1.833,0.167,1.2,26.667,18.442,Good,SB,0.718,1.555
N Dutta,CAN,23.0,21.2,6.48,21.273,1.0,0.0,1.0,23.0,24.84,Good,SB,0.597,1.251
GC Galanis,GRC,11.45,8.8,7.79,16.1,1.833,0.0,1.833,21.0,14.866,Good,SB,0.721,1.452
H Gori,CZK-R,19.81,19.0,6.22,19.091,1.0,0.0,1.0,19.818,20.536,Good,SPB,0.663,1.173
Hassan Mehmood,SWE,10.45,8.7,7.18,19.2,2.2,0.2,1.5,23.0,12.505,Good,SB,0.783,1.648
Irfan Ahmed,HKG,17.27,14.7,7.03,20.25,1.375,0.0,1.375,23.75,20.235,Good,SB,0.666,1.395
C Karunaratne,SL,46.63,35.9,7.79,17.087,0.478,0.0,0.478,22.304,60.541,Average,IB,0.571,0.82
Kashif Daud,UAE,23.36,19.6,7.13,18.0,0.917,0.083,0.636,21.417,27.759,Good,SPB,0.609,1.064
RK Kiseto,TAN,17.45,16.3,6.4,22.5,1.375,0.125,1.0,24.0,18.613,Good,SB,0.666,1.436
Lucky Ali,DEN,16.45,18.5,5.32,20.4,1.1,0.0,1.1,18.1,14.586,Good,SPB,0.714,1.266
KP Meiyappan,UAE,14.54,10.9,8.0,17.143,1.571,0.143,1.167,22.857,19.387,Good,SB,0.646,1.336
