name,country,average,strike_rate,boundary_per_ball,boundary_index,finishing_index,runs_without_boundary_index,big_match_index,prelim_metric,pre-rank,kmeans_role,rbml_score,pca_score
KD Karthik,INDIA,33.25,143.52,0.205,2.192,0.538,5.423,0.0,47.72,Good,F,0.832,1.184
F Damiao Couana,MOZ,39.5,141.57,0.194,4.909,0.091,12.091,0.273,55.92,Good,SB,2.003,4.523
Hussain Talat,PAK,24.62,118.31,0.126,2.333,0.111,12.0,0.111,29.128,Good,FL,0.549,1.412
V Sehwag,INDIA,21.88,145.38,0.218,3.278,0.0,7.0,0.111,31.809,Good,FL,0.584,2.213
Abdul Razzaq,PAK,20.68,116.61,0.125,1.448,0.345,6.31,0.0,24.115,Good,F,0.087,-0.316
DJ Mitchell,NZ,21.77,134.7,0.158,2.0,0.217,7.826,0.043,29.324,Good,FL,0.254,0.822
Saber Zakhil,BELG,35.54,170.74,0.218,3.571,0.214,9.357,0.214,60.681,Good,SB,1.521,3.787
Mohammed Rizlan,QAT,25.93,103.73,0.112,1.909,0.318,8.591,0.045,26.897,Good,FL,0.257,0.262
D Wiese,NAM/SA,21.5,121.69,0.123,1.444,0.333,7.444,0.037,26.163,Good,F,0.195,0.053
Tamoor Sajjad,QAT,34.54,135.71,0.164,3.067,0.267,11.067,0.067,46.874,Good,FL,0.949,2.221
JP Kotze,NAM,22.17,123.2,0.17,2.889,0.056,7.056,0.111,27.313,Good,FL,0.412,1.427
Mashrafe Mortaza,BAN,13.46,136.1,0.184,1.308,0.282,3.256,0.0,18.319,Average,F,0.12,-0.282
AM Rahane,INDIA,20.83,113.29,0.115,1.9,0.1,10.55,0.05,23.598,Good,FL,0.197,0.542
H Singh,GER,22.05,120.96,0.132,1.864,0.227,9.136,0.045,26.672,Good,FL,0.236,0.556
J Rasu,VAN,28.76,110.65,0.127,3.308,0.0,13.077,0.154,31.823,Good,FL,0.875,2.23
J Butler,GUE,26.21,93.62,0.099,2.438,0.125,12.938,0.062,24.538,Good,FL,0.493,0.879
Aamir Kaleem,OMA,17.42,107.64,0.118,1.6,0.16,7.44,0.0,18.751,Average,FL,-0.138,-0.334
Aizaz Khan,HKG,14.0,108.33,0.095,0.941,0.235,6.588,0.0,15.166,Average,LCB,-0.306,-1.007
PJ Moor,ZIM,24.26,127.27,0.161,2.421,0.211,6.947,0.053,30.876,Good,FL,0.338,0.969
Mohamed Rishwan,MALD,21.35,102.54,0.133,2.765,0.0,8.176,0.176,21.892,Good,FL,0.382,1.248
Nasir Jamshed,PAK,21.35,113.43,0.144,2.556,0.056,8.611,0.111,24.217,Good,FL,0.346,1.113
L Ronchi,AUS/NZ,17.95,140.23,0.172,1.692,0.231,5.962,0.038,25.171,Good,F,0.315,0.494
Basil George,MLT,23.86,124.73,0.153,2.933,0.0,10.133,0.133,29.761,Good,FL,0.595,1.857
CJ Jordan,ENG,14.91,132.1,0.155,0.977,0.442,3.581,0.0,19.696,Average,F,0.13,-0.663
MJ Santner,NZ,14.91,123.44,0.124,0.837,0.442,4.465,0.0,18.405,Average,F,0.002,-0.953
RB Patel,UGA,32.45,111.56,0.125,2.5,0.312,11.688,0.125,36.201,Good,FL,0.802,1.612
Anamul Haque,BAN,32.27,117.94,0.166,3.846,0.154,10.077,0.077,38.059,Good,FL,0.945,2.218
MC Henriques,AUS,20.88,124.56,0.112,1.524,0.19,9.381,0.095,26.008,Good,FL,0.181,0.554
HL Carlyon,JER,20.76,112.77,0.157,2.882,0.0,8.294,0.176,23.411,Good,FL,0.463,1.576
TC Barker,LUX,29.33,122.22,0.128,3.083,0.0,16.167,0.167,35.847,Good,FL,1.048,2.691
SA Yadav,INDIA,39.0,165.56,0.245,4.333,0.25,8.583,0.333,64.568,Good,SB,2.08,4.754
Aarif Sheikh,NEPAL,20.58,105.1,0.108,1.714,0.19,9.238,0.0,21.63,Good,FL,0.032,-0.098
OA Shah,ENG,24.78,122.18,0.137,2.6,0.067,11.0,0.067,30.276,Good,FL,0.504,1.384
MJ Richardson,GER,31.45,102.97,0.107,2.25,0.312,12.25,0.125,32.384,Good,FL,0.713,1.294
L Siaka,PNG,12.35,104.21,0.12,1.333,0.067,5.667,0.0,12.87,Average,LCB,-0.286,-0.802
PWH de Silva,SL,15.0,120.62,0.129,1.276,0.207,6.655,0.034,18.093,Average,F,-0.018,-0.274
TM Head,AUS,26.53,133.2,0.127,2.062,0.188,11.938,0.0,35.338,Good,FL,0.453,1.059
SO Tikolo,KENYA,28.75,122.77,0.185,3.467,0.2,8.333,0.133,35.296,Good,FL,0.84,2.153
S Chanderpaul,WI,20.17,98.84,0.112,1.773,0.227,8.045,0.0,19.936,Average,FL,-0.016,-0.292
J Mees,LUX,28.58,128.46,0.172,3.067,0.2,9.4,0.133,36.714,Good,FL,0.803,2.089
Imad Wasim,PAK,13.03,143.64,0.182,1.162,0.297,4.081,0.0,18.716,Average,F,0.204,-0.196
Faisal Khan,SAUDI,33.7,182.16,0.314,5.273,0.091,5.909,0.091,61.388,Good,SB,1.513,4.363
H Gori,CZK-R,30.63,132.15,0.208,4.818,0.0,8.273,0.091,40.478,Good,SB,1.161,2.973
A Symonds,AUS,48.14,169.34,0.216,3.909,0.364,13.182,0.182,81.52,Good,SB,1.939,4.56
WIA Fernando,SL,12.0,94.64,0.093,1.1,0.067,6.333,0.0,11.357,Average,LCB,-0.535,-1.148
N Davin,NAM,22.33,155.09,0.222,3.0,0.062,7.062,0.062,34.632,Good,FL,0.532,2.035
SR Taylor,USA,37.22,136.17,0.203,4.545,0.182,9.727,0.182,50.682,Good,SB,1.582,3.588
Karim Janat,AFG,17.52,116.43,0.14,1.818,0.136,6.5,0.045,20.399,Good,FL,-0.039,0.136
Adnan Idrees,KUW,33.2,158.85,0.268,5.6,0.0,8.4,0.3,52.738,Good,SB,2.066,5.06
V Vijh,LUX,25.38,97.92,0.101,2.125,0.188,11.375,0.062,24.852,Good,FL,0.37,0.601
SR Thompson,IRE,14.9,129.13,0.146,1.233,0.267,5.067,0.033,19.24,Average,F,0.06,-0.265
T Banton,ENG,23.35,147.96,0.208,3.286,0.0,7.786,0.143,34.549,Good,FL,0.687,2.461
AC Douglas,BMUDA,23.35,138.55,0.22,3.467,0.067,5.4,0.133,32.351,Good,FL,0.612,2.162
RJ Nicol,NZ,17.21,110.47,0.149,2.316,0.0,6.789,0.105,19.012,Average,FL,0.087,0.668
RR Rossouw,SA,29.72,137.97,0.173,2.929,0.214,9.929,0.143,41.005,Good,FL,0.865,2.303
RA Jadeja,INDIA,21.73,124.42,0.126,1.138,0.483,6.138,0.0,27.036,Good,F,0.227,-0.381
S Vesawkar,NEPAL,23.21,99.08,0.101,1.737,0.263,9.421,0.0,22.996,Good,FL,0.103,-0.133
Hamza Tariq,CAN,29.45,161.19,0.204,2.05,0.45,6.6,0.15,47.47,Good,F,0.986,2.023
LE Bosman,SA,24.84,147.48,0.215,3.357,0.071,6.786,0.214,36.634,Good,SB,1.059,2.758
TWM Latham,NZ,24.76,106.27,0.089,1.8,0.133,13.6,0.133,26.312,Good,FL,0.475,1.043
Anshuman Rath,HKG,18.88,93.31,0.096,1.737,0.105,9.737,0.0,17.617,Average,FL,-0.054,-0.296
S Periyalwar,ROM,35.66,123.93,0.17,2.75,0.438,8.062,0.188,44.193,Good,SB,1.132,2.144
PBB Rajapaksa,SL,26.66,136.17,0.183,2.867,0.2,7.467,0.133,36.303,Good,FL,0.658,1.914
B Bhandari,NEPAL,15.95,109.24,0.123,1.333,0.259,5.593,0.074,17.424,Average,F,-0.092,-0.369
M Taylor,BHM,29.0,117.71,0.162,4.0,0.0,9.727,0.273,34.136,Good,SB,1.389,3.018
Bakhtiar Tahiri,BUL,31.7,116.97,0.17,4.182,0.091,9.364,0.091,37.079,Good,FL,0.962,2.366
KS Leverock,BMUDA,21.13,130.45,0.165,2.222,0.167,6.722,0.056,27.564,Good,FL,0.226,0.85
Zaheer Ibrahim,QAT,18.64,113.21,0.154,1.955,0.227,5.864,0.045,21.102,Good,F,0.095,0.166
BDH Stevens,JER,19.75,100.31,0.114,2.118,0.059,9.412,0.0,19.811,Average,FL,0.048,0.098
NJ Ferraby,JER,18.47,110.56,0.144,2.278,0.056,8.111,0.056,20.42,Good,FL,0.13,0.559
Manpreet Singh,SGP,26.0,116.85,0.101,1.929,0.143,13.714,0.0,30.381,Good,FL,0.41,0.796
N Nipiko,VAN,26.0,105.05,0.098,2.071,0.143,12.143,0.143,27.313,Good,FL,0.506,1.135
Sami Sohail,MWI,78.0,114.7,0.103,2.545,0.636,17.273,0.182,89.466,Good,SB,2.331,4.03
Shaheryar Butt,BELG,44.42,162.82,0.225,4.3,0.3,9.7,0.3,72.325,Good,SB,2.134,4.735
MWR Stokes,GUE,28.27,100.97,0.094,2.071,0.214,13.214,0.0,28.544,Good,FL,0.437,0.593
CR Brathwaite,WI,14.76,113.13,0.128,1.296,0.222,4.667,0.0,16.698,Average,F,-0.184,-0.737
JJ Atkinson,HKG,22.07,111.55,0.144,2.5,0.125,8.188,0.125,24.619,Good,FL,0.37,1.072
ML Hayden,AUS,51.33,143.92,0.234,5.556,0.333,9.111,0.444,73.874,Good,SB,2.903,5.862
Waqas Barkat,HKG,13.95,92.19,0.075,1.0,0.12,8.28,0.0,12.861,Average,LCB,-0.578,-1.097
Razmal Shigiwal,AUT,38.25,136.6,0.147,3.3,0.2,14.4,0.3,52.25,Good,SB,1.731,3.744
II Selemani,TAN,33.55,165.02,0.284,5.2,0.1,6.2,0.2,55.364,Good,SB,1.721,4.395
CN Ackermann,NED,27.27,118.57,0.111,2.0,0.214,12.429,0.0,32.334,Good,FL,0.432,0.796
XM Marshall,USA/WI,17.64,103.44,0.121,1.944,0.056,7.889,0.0,18.247,Average,FL,-0.093,-0.12
NL McCullum,NZ,11.5,100.67,0.091,0.659,0.366,4.268,0.0,11.577,Average,LCB,-0.516,-1.662
RR Sarwan,WI,22.92,104.19,0.087,1.562,0.188,11.625,0.125,23.88,Good,FL,0.296,0.568
SSM Stanislaus,MLT,19.86,103.83,0.111,1.684,0.211,7.789,0.0,20.621,Good,FL,-0.052,-0.294
Awais Ahmed,ESP,27.0,115.11,0.136,2.692,0.154,10.385,0.154,31.08,Good,FL,0.665,1.675
BBJL Perera,ITA,29.7,115.11,0.147,3.167,0.167,10.75,0.083,34.188,Good,FL,0.767,1.764
H Patel,CAN,21.0,103.15,0.109,2.067,0.067,10.933,0.133,21.662,Good,FL,0.315,0.856
CA Lynn,AUS,19.4,131.67,0.19,2.625,0.062,5.938,0.0,25.544,Good,FL,0.155,0.859
HDRL Thirimanne,SL,16.16,108.98,0.12,1.6,0.1,7.65,0.0,17.611,Average,FL,-0.172,-0.298
Haroon Arshad,HKG,26.27,135.68,0.146,2.067,0.267,9.8,0.067,35.643,Good,FL,0.492,1.238
Ishan Kishan,INDIA,32.11,121.42,0.176,4.2,0.1,10.5,0.2,38.988,Good,SB,1.373,3.07
